0	0	10
0	1	9.91251
0	2	9.82501
0	3	9.7375
0	4	9.64997
0	5	9.56242
0	6	9.47483
0	7	9.38721
0	8	9.29953
0	9	9.21181
0	10	9.12402
0	11	9.03617
0	12	8.94824
0	13	8.86022
0	14	8.77211
0	15	8.6839
0	16	8.59558
0	17	8.50713
0	18	8.41855
0	19	8.32983
0	20	8.24096
0	21	8.15191
0	22	8.06269
0	23	7.97329
0	24	7.88367
0	25	7.79384
0	26	7.70378
0	27	7.61348
0	28	7.52292
0	29	7.43208
0	30	7.34095
0	31	7.24952
0	32	7.15777
0	33	7.06569
0	34	6.97326
0	35	6.88046
0	36	6.78728
0	37	6.69371
0	38	6.59973
0	39	6.50532
0	40	6.41048
0	41	6.31518
0	42	6.21943
0	43	6.12321
0	44	6.0265
0	45	5.9293
0	46	5.8316
0	47	5.7334
0	48	5.63469
0	49	5.53546
0	50	5.43572
0	51	5.33546
0	52	5.23469
0	53	5.1334
0	54	5.0316
0	55	4.9293
0	56	4.8265
0	57	4.72321
0	58	4.61943
0	59	4.51518
0	60	4.41048
0	61	4.30532
0	62	4.19973
0	63	4.09371
0	64	3.98728
0	65	3.88046
0	66	3.77326
0	67	3.66569
0	68	3.55777
0	69	3.44952
0	70	3.34095
0	71	3.23208
0	72	3.12292
0	73	3.01348
0	74	2.90378
0	75	2.79384
0	76	2.68367
0	77	2.57329
0	78	2.46269
0	79	2.35191
0	80	2.24096
0	81	2.12983
0	82	2.01855
0	83	1.90713
0	84	1.79558
0	85	1.6839
0	86	1.57211
0	87	1.46022
0	88	1.34824
0	89	1.23617
0	90	1.12402
0	91	1.01181
0	92	0.899533
0	93	0.787205
0	94	0.674831
0	95	0.562418
0	96	0.449973
0	97	0.337502
0	98	0.225012
0	99	0.112509
0	100	0

1	0	10
1	1	9.91251
1	2	9.82501
1	3	9.7375
1	4	9.64997
1	5	9.56242
1	6	9.47483
1	7	9.38721
1	8	9.29953
1	9	9.21181
1	10	9.12402
1	11	9.03617
1	12	8.94824
1	13	8.86022
1	14	8.77211
1	15	8.6839
1	16	8.59558
1	17	8.50713
1	18	8.41855
1	19	8.32983
1	20	8.24096
1	21	8.15191
1	22	8.06269
1	23	7.97329
1	24	7.88367
1	25	7.79384
1	26	7.70378
1	27	7.61348
1	28	7.52292
1	29	7.43208
1	30	7.34095
1	31	7.24952
1	32	7.15777
1	33	7.06569
1	34	6.97326
1	35	6.88046
1	36	6.78728
1	37	6.69371
1	38	6.59973
1	39	6.50532
1	40	6.41048
1	41	6.31518
1	42	6.21943
1	43	6.12321
1	44	6.0265
1	45	5.9293
1	46	5.8316
1	47	5.7334
1	48	5.63469
1	49	5.53546
1	50	5.43572
1	51	5.33546
1	52	5.23469
1	53	5.1334
1	54	5.0316
1	55	4.9293
1	56	4.8265
1	57	4.72321
1	58	4.61943
1	59	4.51518
1	60	4.41048
1	61	4.30532
1	62	4.19973
1	63	4.09371
1	64	3.98728
1	65	3.88046
1	66	3.77326
1	67	3.66569
1	68	3.55777
1	69	3.44952
1	70	3.34095
1	71	3.23208
1	72	3.12292
1	73	3.01348
1	74	2.90378
1	75	2.79384
1	76	2.68367
1	77	2.57329
1	78	2.46269
1	79	2.35191
1	80	2.24096
1	81	2.12983
1	82	2.01855
1	83	1.90713
1	84	1.79558
1	85	1.6839
1	86	1.57211
1	87	1.46022
1	88	1.34824
1	89	1.23617
1	90	1.12402
1	91	1.01181
1	92	0.899533
1	93	0.787205
1	94	0.674831
1	95	0.562418
1	96	0.449973
1	97	0.337502
1	98	0.225012
1	99	0.112509
1	100	0

2	0	10
2	1	9.91252
2	2	9.82503
2	3	9.73752
2	4	9.65
2	5	9.56245
2	6	9.47488
2	7	9.38726
2	8	9.29959
2	9	9.21188
2	10	9.1241
2	11	9.03625
2	12	8.94833
2	13	8.86033
2	14	8.77223
2	15	8.68402
2	16	8.59571
2	17	8.50728
2	18	8.41871
2	19	8.33
2	20	8.24114
2	21	8.15211
2	22	8.0629
2	23	7.97351
2	24	7.88391
2	25	7.79409
2	26	7.70405
2	27	7.61376
2	28	7.52321
2	29	7.43239
2	30	7.34128
2	31	7.24986
2	32	7.15813
2	33	7.06606
2	34	6.97365
2	35	6.88086
2	36	6.7877
2	37	6.69414
2	38	6.60017
2	39	6.50578
2	40	6.41095
2	41	6.31567
2	42	6.21993
2	43	6.12371
2	44	6.02702
2	45	5.92982
2	46	5.83213
2	47	5.73394
2	48	5.63523
2	49	5.536
2	50	5.43626
2	51	5.336
2	52	5.23523
2	53	5.13394
2	54	5.03213
2	55	4.92982
2	56	4.82702
2	57	4.72371
2	58	4.61993
2	59	4.51567
2	60	4.41095
2	61	4.30578
2	62	4.20017
2	63	4.09414
2	64	3.9877
2	65	3.88086
2	66	3.77365
2	67	3.66606
2	68	3.55813
2	69	3.44986
2	70	3.34128
2	71	3.23239
2	72	3.12321
2	73	3.01376
2	74	2.90405
2	75	2.79409
2	76	2.68391
2	77	2.57351
2	78	2.4629
2	79	2.35211
2	80	2.24114
2	81	2.13
2	82	2.01871
2	83	1.90728
2	84	1.79571
2	85	1.68402
2	86	1.57223
2	87	1.46033
2	88	1.34833
2	89	1.23625
2	90	1.1241
2	91	1.01188
2	92	0.899593
2	93	0.787257
2	94	0.674875
2	95	0.562455
2	96	0.450002
2	97	0.337523
2	98	0.225026
2	99	0.112516
2	100	0

3	0	10
3	1	9.91253
3	2	9.82505
3	3	9.73757
3	4	9.65006
3	5	9.56253
3	6	9.47496
3	7	9.38736
3	8	9.29971
3	9	9.21201
3	10	9.12425
3	11	9.03642
3	12	8.94852
3	13	8.86053
3	14	8.77245
3	15	8.68427
3	16	8.59598
3	17	8.50757
3	18	8.41902
3	19	8.33034
3	20	8.2415
3	21	8.1525
3	22	8.06332
3	23	7.97395
3	24	7.88438
3	25	7.79459
3	26	7.70458
3	27	7.61432
3	28	7.5238
3	29	7.43301
3	30	7.34193
3	31	7.25055
3	32	7.15885
3	33	7.06681
3	34	6.97443
3	35	6.88167
3	36	6.78854
3	37	6.69501
3	38	6.60107
3	39	6.50671
3	40	6.4119
3	41	6.31665
3	42	6.22093
3	43	6.12473
3	44	6.02805
3	45	5.93088
3	46	5.8332
3	47	5.73501
3	48	5.63631
3	49	5.53709
3	50	5.43735
3	51	5.33709
3	52	5.23631
3	53	5.13501
3	54	5.0332
3	55	4.93088
3	56	4.82805
3	57	4.72473
3	58	4.62093
3	59	4.51665
3	60	4.4119
3	61	4.30671
3	62	4.20107
3	63	4.09501
3	64	3.98854
3	65	3.88167
3	66	3.77443
3	67	3.66681
3	68	3.55885
3	69	3.45055
3	70	3.34193
3	71	3.23301
3	72	3.1238
3	73	3.01432
3	74	2.90458
3	75	2.79459
3	76	2.68438
3	77	2.57395
